,Comment,Label
244,Các đoạn chuyển cảnh màu đen bao trùm làm mình nghĩ đến chị Dậu của Ngô Tất Tố 😂,neutral
245,phim không hay bằng p1,negative
246,có ai thấy Lady Gaga diễn tệ không ?,negative
247,Tệ,negative
248,"Không ai quan tâm đến Arthur, họ chỉ quan tâm đến JOKER",neutral
249,"Tính ra là một người trải nhiệm qua phần phim thứ 2 của joker thì mình đặt khá nhiều kì vọng vào bộ phim, nhưng kì vọng càng nhiều đi cx với cả thất vọng. Cả bộ phim làm cho mình cực kì bức bối có thể là khi mà joker được đặt vào trong nhà tù và đa phần không gian đều là không gian hẹp. Cách mà đạo diễn khai thác được ở bộ phim mình nghĩ là về mong muốn được tự do của joker khi mà hắn luôn ở trong không gian hẹp và khi biết sắp bị tử hình phân cảnh joker đứng dưới mưa trong một không gian rộng hơn và gào hét có thể cho thấy được mong muốn được thoát ra khỏi sự tù túng. Các phân cảnh trong phim đa phần không đem lại ấn tượng nhiều cho mình vì có thể đoạn cuối bộ phim là phép ẩn dụ cho việc ổng đã tìm được ánh sáng của cuộc đời khi đi lên cầu thang lúc ban đầu nma lại bị dập tắt. Có thể bộ phim sẽ mang hơi hướng cách mạng khi joker là một tín ngưỡng một niềm tin cho mn thì khi hắn tự biến mình lại thành arthur thì niềm tin đó bị sụp đổ lung lay và khi đó chả ai còn tin lại vào joker cái tín ngưởng mà họ thờ phụng trong đó có HQ. Nói chung cách dạo diễn khai thác cái, nhịp phim chậm bất thường, nội tâm và cũi chó làm cho mình cực kì bí bách với một người như mình. ",negative
250,Sao mà từ năm 2023 trở đi phim điện ảnh bắt đầu xuống dốc )): 10 bộ phim thì hết 9 bộ là thất vọng,negative
251,"Nói chung là phim dở, vậy thôi, lối xây dựng nhàm chán, không phải chê vì gã điên chọn trở lại làm Arthur mà là các nhân vật xung quanh như kiểu làm nền, không hề có chiều sâu, lady gaga trong vai Harley queen rất cuộc có vai trò thế nào, rồi ở phiên tòa cuối cùng mặc lên bộ váy đó với ý nghĩa gì, việc cô cắt tóc ngắn đi mang hàm ý gì, không hề nêu lên được, các nhân vật khác như gã điên bị biệt giam và cái ngục giết chết thì mang đến cảm xúc gì cho Joker, tên người lùn thì mang tên cảm giác tội lỗi gì. mọi tình tiết cảm giác mơ hồ. 
rồi joker cuối phim nói về 1 đứa con trai, ngay klhi harley nói đã mang tai có phải ý ám chỉ rằng đứa trẻ sau này mới chính là joker và sẽ là đối trọng với batman ko, vì nếu trong phần 1 batman còn quá nhỏ còn arthurr đã là 1 người đàn ông trung niên rồi, thì về sau batman lớn thì joker còn gì nữa. 
hoặc tất cả sự điên loạn này đều chỉ là do harley biên soạn từ đầu đến đuôi, có chi tiest nói rằng cha cô là bác sĩ, vậy có phải người bác sĩ kê đơn thuốc cho arthur ko, cô có thể tự ý ra vào trại tâm thần thì chắc hẳn cũng phải có thế lực chống lưng rồi
hay harley vốn là sự tưởng tượng của Joker luôn vì hầu như chả ai :""thấy "" cô cả, ý là mọi người xung quanh không mấy mặn mà với sự hiện diên của Lee.",negative
252,Cái tôi quan tâm khi đi xem Joker 2 là Lady Gaga xinh vc:)))),positive
253,Phim mẽo giờ bão hòa rồi,negative
254,"Phần 2 khai thác vấn đề nhân cách joker và athur là 1 ý tưởng hay, nhưng làm chưa tới.
1. Trong joker ở mọi vũ trụ luôn có 1 athur làm điểm yếu, như batman ko muốn bị lộ mặt vậy, ở mọi phiên bản joker đều ko muốn trở thành joker, nhưng khi thành joker rồi nỗi sợ lớn nhất của hắn là trở lại thành athur, trong comics đã khai thác điểm yếu này rồi hậu quả nghiêm trọng tới nỗi batman cũng ko dám dùng.
2. Joker đại diện cho cách mạng, cải cách và CNXH, hình tượng của joker phải miêu tả bằng hình tượng hanibel kết hợp các mác, joker phải là điên+triết lý gây khủng hoảng hiện sinh+khó đoán(vì các các hành vi vượt khỏi quy chuẩn xã hội), chứ ko phải bất cần và điên, chính vì hắn biết mình là ai, đại diện cho cái gì nên hắn sợ phải trở lại là làm1 athur nobody tầm thường.
3. Chính vì hắn đại diện cho những người truy cầu tự do và hạnh phúc, nên phần 2 cho joker chết lãng xẹt như thế là sỉ nhục điều hắn muốn và trở thành ở phần 1 và rất nhiều khán giả.
4. Athur ám ảnh vì tội lỗi tạo ra cách mạng màu nhưng hắn chết rồi thì để lại tội lỗi gấp trăm lần, biết cuộc cách mạg hắn tạo ra thành vô nghĩa, khiến cho tầng lớp thượng lưu và tội phạm gotham bóc lột và tra tấn hành hạ tầng lớp yếu thế dã man hơn để áp chế tầng lớp yếu, đã thế còn phủ nhận hình tượng đại diện cho nhưng kẻ truy cầu tự do, hạnh phúc thì khán giả ko thích là chuẩn rồi, đến Mẽo còn là nước Cộng Hòa dân chủ liên bang Mẽo mà phủ nhận sự truy cầu tự do và hạnh phúc là éo ổn rồi",neutral
255,Phần 2 như con cak,positive
256,Phần 1 hay hơn phần 2 nhiều . Phần 2 đạp đổ mọi thứ 1 đã xây dựng 😔,negative
257,phim rất hay.,positive
258,"Mình thấy phim hay, đạo diễn thật sự sâu sắc khi để Arthur dám thể hiện con người thật của mình, cái mà những khán giả cả trong fim và đời thực kì vọng là 1 Joker dám làm những điều mà họ ko dám và joker tự chịu hậu quả mà a gây ra, còn họ thì được thỏa mãn và ko bị gì cả
Cuối cùng Arthur tỉnh ngộ, chấp nhận cả sự ngông cuồng của Joker và sự nhút nhát của Arthur, a biết rằng tất cả đều là a, và khi tình yêu đến, họ( bao gồm cô gái a yêu và fan) nói họ yêu a và a thèm khát sự chấp nhận của họ với con người thật của mình chứ ko phải chỉ là sự điên dại thay cho họ",positive
259,"Joker Folie À Deux - Cú twist sâu sắc của Todd Phillips
Tất cả mọi người trông đợi Arthur Flect là Joker (kể cả người xem phim). Nhưng Arthur Flect chỉ muốn mọi người thấy sự chân thật khốn cùng của cuộc sống
Bà Luật Sư muốn mọi người và chính Arthur thấy một con người tử tế khác của Arthur nhưng không phải vậy
Cả XH với Harley Quinzel là đại diện thần tượng, sợ sệt  & trông đợi một Joker. Nhưng khi Arthur chỉ muốn là mình thì bị ruồng bỏ, kết án và khai trừ
Ngay từ đầu phim, tất thảy mọi người đều nghĩ Arthur là kẻ tâm thần và tạo ảnh hưởng đến người khác (như tựa phim Folie À Deux). Nhưng khoan, có phải là vậy không ?
Nếu quan sát bạn có thể nhận thấy, chính Arthur đang bị ảnh hưởng tâm thần  bởi những kẽ điên rồ hình tượng Joker. Chính Harley Quinzel là đại diện cho kẻ tâm thần đó và tác động đến Arthur.
Arthur khốn khổ dằn xé giữa việc việc là một Joker hay là chính mình. Khi anh lựa chọn, toàn bộ sự khốn cùng sụp đổ lên anh.
Bộ phim thật khó ""nuốt"" nhưng khắc họa sâu sắc hiện thực và nhân văn. 
Con người thông thường trông đợi sự hỗn loạn của XH để hùa theo, tư lợi và chứng minh nhưng không hề quan tâm và đồng cảm với sự hỗn loạn bên trong mỗi tâm hồn",positive
260,một bộ phim nhạc kịch thì chấp nhận được. Nhưng 1 bộ phim mang tên joker thì nó khá là chán,neutral
261,"Cá nhân mình cũng thất vọng khi xem phần phim này. Nhân vật của Lady Gaga xuất hiện không giúp ích gì cho Joker: chỉ đơn giản là thần tượng -> và cho đến khi Joker nhận thật ra chẳng có Joker nào ở đây cả -> nhân vật chính bị bỏ lại 1 mình, vẫn bị đánh đập, vùi dập như cặn bã. Mình đã mong chờ khi hắn sa thải luật sư và biện hộ cho chính mình. Nhưng không, thất bại mau chóng và chẳng có gì thay đổi. ""That's life"" ư? Ôi không, phim cuối cùng vẫn là cái chết của Joker.",negative
262,"xem xong kiểu ụa lắm luôn ý, ko thể chấp nhận đc phim :((((",negative
263,Joker 2 giống The Shawshank Redemption. 30 năm nữa người ta mới hiểu hết đc giá trị của tác phẩm này.,positive
264,Chúng mày chỉ muốn Joker xuất hiện chứ không muốn con người thật của họ coi phim cứ chê lên chê  xuống,negative
265,"Nội dung phát triển nhân vật thì nghe được đấy, nhưng nó đáng lẽ ra phải là một mảnh gép trong một tuyệt tác chứ không nên bị kéo dài thành ra 2 tiếng, nhét một đống nhạc vào rồi đem lên chiếu rạp",negative
266,"Với tôi thì phim này thật sự làm mình thất vọng .Tôi cần 1 joker bị hắc hóa toàn phần và điên loạn ,joker 2lại không thể hiện được nó😢",negative
267,"Todd không làm phim về một vị thánh, ông làm phim về thực tế cuộc đời của một con người. Và sớm thôi, chúng ta sẽ nhận ra ai cũng là Arthur Fleck",positive
268,Sao không để Batman xuất hiện và cân bằng lại thiện ác mà lại để Joker quay đầu. Vốn Joker là cái ác thuần túy mà.,neutral
269,Có lẽ sau Pacific Rim Uprising thì đây là hậu truyện đáng lẽ k nên tồn tại : ),negative
270,Một Joker thật sự yếu kém,negative
271,"Đây có thể là một bộ phim ""cũng ổn"" về một ông nào đó có vấn đề tâm thần, nhưng chắc chắn là một phim Joker tệ. Nếu nói là ý đồ biên kịch cho rằng người xem chỉ muốn thấy Joker chứ không phải Arthur Fleck thì thật sự đúng như vậy mà, thử đặt tên phim là ""Arthur Fleck: Folie à Deux"" xem có kéo được khán giả không?
Tất nhiên là có thể đồng cảm với nhân vật Arthur Fleck được, nhưng anh quảng cáo về một nhận vật tội phạm nổi tiếng của Gotham với tâm lý khó lường, xong cho tôi xem về một nhân vật khác xa mong đợi, khác gì treo đầu dê bán thịt chó.
Bên cạnh đó thì tôi thấy ý tưởng Joker là một nhân cách khác của nhân vật cũng không hay. Và phần âm nhạc thì ối dồi ôi, nghe đến bài thứ 3 là nản lắm rồi, nói chung là âm nhạc không đến nỗi tệ, nhưng mà có ai giống tôi cảm thấy nó làm ngắt mạch cảm xúc của đoạn phim không?",negative
272,nói chung ko có cái tên Joker trong tựa phim thì ko có đến phần 2 đâu,negative
273,Với tôi cảnh hay nhất là lúc joker địt lady gaga cô ấy rất xinh tôi muốn có người yêu như vậy,positive
274,"Phim này nặng về tâm lí nhân vật chứ đâu cần đến bạo lực hay súng đạn. Mình chỉ không thích phần nhạc kịch trong phim thôi chứ đường dây diễn biến tâm lý từ đầu đến cuối thì nó hợp lý. Muốn diễn được tâm lý của kẻ điên thì đến diễn viên cũng phải điên thật sự. Đến cuối cùng chính Athur thừa nhận Joker là mình chứ chả có cái gọi là nhân cách thứ 2 nên fan cuồng sụp đổ hình tượng và giết chết anh ta như giết chết ảo vọng của bản thân. Joker tự chết do chính những gì anh ta dựng lên. Athur là Joker, Joker chính là Athur vì cho đến cuối cùng kẻ ra tay giết người vẫn chính là con người đấy chứ đâu phải ai khác.  

Phim muốn chỉ trích những vụ án với những sát nhân mang trong mình nhiều nhân cách. Dù có mang bao nhiêu nhân cách thì cũng chỉ có 1 hình hài ấy, chính họ là kẻ ra tay chứ đâu có ai cầm súng dí vào tay họ đâu! Sẽ không công bằng khi nói rằng không phải tôi giết người mà nhân cách khác đã làm để được tha tội vì nhân cách thối tha kia nó luôn tồn tại mà chứ có mất đi nếu được thả tự do đâu.",negative
275,"Điều khán giả và tất cả những người hâm mộ joker muốn thấy chính là một kẻ bứt ra khỏi khuôn khổ, một kẻ dám vùng lên khi bị xã hội thối nát giày xéo điều mà họ luôn mong muốn nhưng không thể làm cũng như không dám làm. Còn người như Joker trong phim đầy rẫy ngoài kia một kẻ tâm thần , tâm lý bất ổn, bị lợi dụng bắt nạt, vẫn chịu đựng sự dày xéo. Vậy Joker còn gì đáng xem, họ ở đó để xem một người giống như họ ư ? Rõ ràng đây cũng chỉ là một kẻ đáng thương bị tuyên án",neutral
276,Joker quậy phá thành phố đâu ? Gặp người dơi đâu ? Sao cho chết mất rồi ?,neutral
277,Lói chung là yêu vào là chỉ biết đến nhau thôi chứ Joker ko quan tâm nhiều đến anh iem xã hội nữa... :)))),neutral
278,"Phim hay, mới đi xem hôm qua 😊",positive
279,Nhưng cái tôi cần là nội dung phải có liên quan đến các phần trước,neutral
280,Thấy Prometheus rất hay đó chứ nhể mà có vẻ bị ghẻ lạnh :v,neutral
281,"ê phim hay nha, có 1 nhân vật có thai xong cũng bị gieo mồng của con quái vật, khúc đẻ ra nó lai người vs quái vật trông sợ vl hic, đáng để xem nha❤",positive
282,Phim hay❤,positive
283,"Mình mới xem phim lần đầu, hay hơn kì vọng ❤❤❤",positive
284,"Thề phim này góc quay, ánh sáng, âm nhạc với âm thanh đỉnh thật sự. Cảm giác nỗi sợ bị ông đạo diễn thao túng toàn bộ",positive
285,"Phí ngay 2 lít đi coi. 


Phần này còn kèm hơn cả Prometheus, ít ra Prometheus còn cho ra 1 dẫn dắt hợp lý.😅",negative
286,"Phim ok nhưng buff nữ chính quá.....1 người mới gặp Alien lần đầu mà lại không có cảm giác sợ run ra cơ à ? Cũng không có sự lúng túng nữa kìa.....các tình tiết dc sắp đặt quá k tạo nên sự khó khăn khi đối mặt với 1 con Xenomorph.....Phim cũng nerf quá mạnh về sức mạnh và thông minh của 1 con Xenomorph nên bị trừ khá nhìu điểm, dù tôi có kì vọng quá nhìu về 1 con Xenomorph .....Còn lại thì phim làm rất tốt về bối cảnh + âm thanh và phân cảnh khởi động lại con tàu và máy móc khiến tôi nhớ đến những phim của thập niên 90 ....Quá tuyệt k còn gì để nói",neutral
287,Đúng là hay hơn kì vọng của mình,positive
288,"Ko nên xem suất muộn vì buồn ngủ lắm :)) cả phim tối thui, cốt truyện nhạt",negative
289,Điện ảnh 2024: Năm của ăn mày quá khứ!,negative
290,"Theo cảm nhận của mình là fan của serri Ailien thì phim tệ, Nhân vật nữ chính mờ nhạt, không rõ chất nữ anh hùng như serri cũ, thứ 2 phim hù bằng những đoạn âm thanh bất chợt rẻ tiền, ailen bị giảm sức mạnh quá đáng không có sức mạnh vượt trội như hình ảnh từng xây dựng (khiến con người có cảm giác tuyệt vọng), phim cặn chiều sâu, cuối phim con ailen lai giữa bào thai con người và hợp chất Z01 xấu xí ghê tởm chứ không mạnh khủng khiếp. Thứ 3 sau khi xem phim xong không để lại dấu ấn mong chờ và cái kết mở như những phần phim trước. Tóm lại theo mình phim chỉ đáng 5~6 điểm",negative
291,Có nên đốt thời gian đi coi phim này không mn? Tại hiện giờ ngoài rạp không biết coi gì? Mình không hẳn là fan của seri này nhưng có coi hết tất cả phần rồi.,neutral
292,"Mình mới chơi game Alien vào mấy tháng trước thôi, mê cái cảm giác hồi hộp, ngộp thở, kinh hoàng với những cú rượt đuổi và trốn tránh với bọn Alien; thích sự thông minh nguy hiểm của mấy con đó, chơi siêu siêu thích, nên đi xem phim lần này mang lại cảm giác tương đối giống với những gì mình đã từng chơi... Hay nha ( phần này thích cậu bé người em robot, cần một nv quyết liệt như thế)",positive
293,"phần này góc quay không quá rộng, coi cảm giác hồi hộp như 3 phần film đời đầu",positive
294,"Âm thanh hay. Kinh dị tốt. Nhưng cốt truyện thì không quá nổi bật.
Với mình, Prothemeus mới là phần phim đẳng cấp nhất",neutral
295,Tôi vừa đi xem romulus về. Đỉnh của đỉnh luôn. Các bạn nên ra rạp để trải nghiệm!,positive
296,"mọi thứ đều ổn nhưng nhiều hành động của nữ chính thì gây khó hiểu vl, liệu ngoài đời ng ta có ứng xử vậy không nhỉ??? Robot thì yếu xìu, quánh cái sùi bọt mép quài luôn á... với khúc axit bay xung quanh nữ chính là khúc ảo lòi nhất phim, với lương axit dày đặc như vậy mà có thể lướt qua dễ vậy thì rất là phi lý ý. Nhưng cả phim tổng thể thì khá ổn.",neutral
297,cảnh xả súng của nhân vật nữ bắn nát đầu bọn alien mới chính là cảnh hay nhất chất nhất của phim alien tiếc là cảnh bắn nhau quá ít alien là phải bắn mấy con alien cho đã nhứ phần 2 mới hay chứ cảnh bị đuổi nhiều quá cũng hơn ngắn mong phần xong có almf thì làm cảnh bắn mấy con đó nhiều hơn là được ko cần màu mè làm j làm mất chất phim.,positive
298,"Hơi bất ngờ là face hugger giờ năng động quá. 😂😂😂. Bất ngờ nữa là phần bối cảnh của phim quá đẹp theo kiểu dystopian quá xuất sắc. Phần này theo lại mô típ cũ, tuy là dễ đoán nhưng trải nghiệm xuyên suốt bộ phim rất tốt. Cốt truyện đơn giản, để làm nổi lên sự hồi hộp kinh dị như phần đầu. Tiếc là không có thêm thông tin gì mới về cốt truyện. Nói chung phần này rất hay mặc dù còn khuyết điểm nhưng có thể là một trải nghiệm thú vị. Coi như đây là bản remastered ko hoàn hảo của phần phim 1979 cũng đc🎉🎉🎉",positive
299,"Nếu nói về hiệu ứng hình ảnh âm thanh thì phim này xuất sắc 10/10 , nội dung phim 7/10 , nói chung coi rất đáng tiền nha các bạn , phim Hay cực",positive
300,"🎉phim hay thật mọi người ơi vừa mới đi coi về lun 🥲🥲 main nữ tưởng ko ngầu nhma ngầu vãi chưởng. Bị cái ko thích cách cho mấy thành viên khác đăng xuất hơi nhanh, kiểu họ chưa có vai trò gì nhiều nên thấy hơi chóng vánh",neutral
301,"Phim hay nha mọi người, rất đáng xem. Hiệu ứng hình ảnh đã mắt, trông rất thật.Mình xem ở định dạng thường thôi cũng cảm thấy đỉnh rồi, chưa có cơ hội trải nghiệm 4DX, hay IMAX, những đoạn ngoài không gian thực sự làm nổi da gà, diễn xuất diễn viên lột tả được sự đáng sợ của con quái vật, tuy vậy nhưng có vài điểm lấm cấn khiến nó thực sự bình thường, Thích các cảnh dùng ánh sáng hợp lí khiến con quái vật mờ mờ, ảo ảo trông rất đáng sợ,  Đặc biệt đoạn cuối khiến tôi ngồi không yên, rất ám ảnh",positive
302,"Với mình phim ở mức 7/10.Nội dung bình thường ,âm thanh kỹ xảo tuyệt vời. K hay bằng 4 phần đầu. Nhưng ra rạp thấy cũng k phí tiền đâu. 
Con quái cuối phim mình thấy k bất ngờ lắm. Vì khi cô ấy chích ống thuốc mình đã nghĩ ngay tới đám người Engineers của phần phim Prometheus nên đã hình dung ra phần nào dáng vẻ của nó",positive
303,"Diễn viên tệ, cốt truyện như parody giữa các phần trước, hiệu ứng 7 điểm, nội dung 2 điểm, diễn 2 điểm, kinh dị xét về giật gân 6 điểm, xoá bỏ các màn tra tấn thể xác thay bằng tra tấn không gian và âm thanh. Không thấy máu me, chết nhảm khá nhiều ( như thằng đầu chết vì axit). Nói chung bỏ 100k ra coi vì giải trí, còn xét so với 2 phần đầu thì k khác gì đống rác",negative
304,"Alien 4 đã đủ gứm ói rồi, phần này ám ảnh luôn 🫠 rợn da gà, quả body lai đúng gứmmmm. Ai là fan Alien nên đi xem sẽ không thất vọng đâu ạ 🎉",positive
305,"T đi xem k kì vọng quá vào nối tiếp các phần trước thì thấy hay. Nội dung dễ đoán, nhà làm phim muốn khai thác về tc gia đình con ng- AI trong tương lai, phù hợp hiện tại khi các AI phát triển nhưng cảm giác khai thác chưa đủ tới. Bù lại âm thanh, hình ảnh quái vật, hình ảnh liên quan vũ trụ thì tuyệt. Suốt phim đan xen cảm giác giật gân nên không chán. Cảnh cuối mình nghĩ alien mới sinh ra sẽ giống phần cũ nhưng lại khác và hành động là giết ""mẹ"" cũng khác thì mới nhớ ADN từ ""mẹ"" đã không giống nhau😂. Với mk rất đáng xem,  so với tầm chung các phim khác từ năm ngoái là trên kì vọng về thể loại giật gân . Cảm giác k tiếc thời gian và vé😊",positive
306,Co ai nhìn con trùm cuối nổi da gà như mình ko ? sợ thặc. kiểu tởm tởm sao ấy,positive
307,"phim hay, đã coi 2 lần",positive
308,"khi trọng lực có trở lại, nữ chính rơi xuống thì con Xeno bắt lại. Rồi thang máy rơi xuống, nó còn bít núp vô trong để tránh nữa chứ.",neutral
309,Con trùm cuối nhìn kỳ quái ! Nhưng phim rất hay,positive
310,"Mình với vợ vừa đi xem,hay tuyệt luôn á",positive
311,"mình đã xem hết tất cả các phần đã ra rồi nên theo đánh giá thì romulus khá dễ đoán với cái kết , hình ảnh âm thanh độc đáo và ý tưởng về nội dunh khá tuyệt chỉ tiếc là cái kết hơi dễ đoán 😊😊😊",neutral
312,"Hôm đi xem mình cũng ko mang quá nhiều kỳ vọng, nhưng nó hay hơn mình tưởng ấy 😆😆",positive
313,"vừa đi xem xong, hay ngoài mong đợi, đỉnh thật.",positive
314,"Mình vẫn thấy Prometheus hay mà, Covenant thì chán thật sự, Romulus thì hay hơn kì vọng",positive
315,Đã xem nhìn chung về mặt hình ảnh phim đẹp chất lượng. Nội dung thì dễ đoán nhưng cá nhân mình thấy là nên có nhiều pha giật gân ko phải jumpscare mà là kiểu rình rập thì sẽ làm phim nó sợ hơn.,neutral
316,Bản chiếu ngoài rạp có bị cắt nhiều cảnh đúng không? Hôm qua đi xem thấy thất vọng. Không hay,negative
317,Mình thấy bình thường,neutral
318,thay vì coi tuyệt phẩm mada thì coi cái này thấy mình yêu thương tiền mình làm ra hơn,positive
319,"Hôm đi coi trong rạp có đúng 5 người phim chiếu được một nửa thì cặp kia bỏ về hình như sợ quá hay sao đó🙂 mà phim hay thật nha thích cái cảm giác hồi hộp rợn rợn người trong rạp phim tối om ghê, đúng kích thích… Thật sự không kỳ vọng nhiều ở phim nhưng cảm giác sau khi xem xong thấy đã vô cùng, lâu rồi mới có phim cho mình lại cảm giác kích thích vậy.",positive
320,"Xem chán, thực sự chán. Bạn mình xem cùng không biết nhiều về Alien cũng bảo phim chán.",negative
321,"Phim này left ailen nhiều quá , kiểu giảm chí thông minh của tụi nó ấy , 1 mình nữ chính trẻ ko kinh nghiệm chiến đấu với 1 khẩu súng trong tay tiêu diệt hơn chục con ailen , thử hỏi 1 đơn vị khoảng lính người nhân tạo cập nhật phần mềm chiến đấu với khẩu súng đấy thì nó làm cỏ hết, chẳng hiểu sao con ailen đầu tiên lại giết đc cả trạm ??? Phim xem cũng đc nhưng kiểu không logic ấy",negative
322,Phần này là thấy creepy nhất trong tất cả các phần. Nhưng lại là phần tròn trịa nhất. Ít nhân vật nhưng chất lượng cao.,positive
323,"Hôm 28 đi xem phim, 5h chiều 1 mình 1 rạp🙃 nhưng ko thấy sợ, phim này vs mình 6/10. Muốn vắt sữa Alien kiếm tiền tiếp thì mấy phần sau hãng nên làm về cái tập đoàn đầu xỏ Yutani rõ hơn đi. Suốt 45 năm qua chúng ta đã quá hiểu rõ thuộc làu làu về đặc tính của nó, sức mạnh, tính cách, sinh nở úp mặt vật chủ ẩn dụ hiếp dâm gì gì đó,… có lẽ bí kịch bản và muốn nó đáng sợ, cú twist hơn thì cho ra 1 con ""Newborn"" lai đủ thứ cuối phim. Với mình, nhân vật chính, ngôi sao là Alien Xenomorph, ko cần những con khác, những hợp chất đột biến gì đấy, trông nhiều thêm rối, thấy lạ xong quên ko đọng lại như Xenomorph gieo rắc nỗi ám ảnh trên màn bạc 45 năm trời",negative
324,"Mấy bố mẹ nào khen phim này chắc phải nhạt lắm rồi, chứ cột truyện thì tệ, tình tiết dễ đoán, lạm dụng yếu tố jumpscare quá mức, diễn viên quá lố, được mỗi a da đen là có được yếu tố diễn xuất. Các bộ 1979, 1986, 1992, 1977, 2012, 2017 ra trước cả chục năm mà vẫn thừa sức để ỉa lên bộ này nhé. Bộ này là nỗi ô nhục của dòng phim Alien. Đúng như deadpool đã nói ""Vắt kiệt đến 90 "". Mấy bố Phê Phim chắc sợ bị công kích mất miếng ăn nên éo dám nói thẳng đây mà 🤣🤣, kiểu đéo gì cũng nhột  lại chả xóa comment này.",negative
325,romulus thật tệ . Nội dung quá cũ và đơn giản . Đại loại vì lý do nào đó mấy thanh nhiên hiếu kì đi vào nơi nguy hiểm . sau đó là liên tiếp hành động ngu và chết . lối mòn,negative
326,"#Alien: Romulus
Bình thường nhưng không tầm thường 
Case tương tự Dune 2: siêu phẩm nhưng lại bị chèn ép suất chiếu một cách rất khó hiểu và md 😒
Bắp còn nguyên, hết phim phải ngồi 30’ đợi hồn về 
Xem review nhanh mấy phần trc rồi vào xem cũng đc
Theo dõi sự tiến hoá của quái vật phê lắm mn ạ
Đoạn đầu phim đã xử lí qua rất nhanh, ko bị dài dòng
Từ giữa đến cuối dồn dập hồi hộp quá tr đã luôn á 
Rất rất rất đáng tiền 10/10",positive
327,"tôi đã xem rồi, nên ra rạp phim 4dx xem mới chất lượng, gây cấn tới đoạn cuối cùng, và rất nhiều cảnh làm người xem sợ giật mình",positive
328,"Nghe đến đoạn nghiên cứu kỉ đặc tính của giống loài xenomorph là thấy buồn cười rồi, xeno có nghĩa là ""khác lạ"", morph có nghĩa là "" hình dạng sống"" dịch nôm na là dạng sống khác (khác hình dạng con người) hoặc dạng sống kì lạ, vì vậy xenmorph thật chất chỉ là thuật ngữ chung chỉ những dạng sống chưa xác định trong vũ trụ chứ nó không phải là một loài. Còn nói đến đặc tính, không thể so sánh đặc tính hay bản năng trong alien prometheus, bởi vì trong phim đó không có cảnh alien trưởng thành hành động, nên không biết đặc tính và bản năng của nó. Alien có nhiều biến thể, mỗi biến thể có khả năng và nhiệm vụ riêng, nên đặc tính cũng khác nhau, không thể túm cái váy cả đàn như vậy được, trong alien convenant là một dạng alien mới, đến con facehuger cũng mới cho nên đặc tính nó cũng khác, vấn đề của Prometheus và Convenant nằm ở kịch bản chứ không phải ở mấy con alien. Sau khi Prometheus ra mắt mà không có con alien nào trong đó, Fox đã lo lắng cho Convenant sẽ thất bại bởi vì sau Convenant sẽ còn một tập alien nữa, nên họ đã nhúng tay chân của họ sâu đến cỗ, Ridley Scott khi đó lo lắng Fox sẽ hũy dự án của ông và Convenant sẽ không bao giờ ra rạp, ông đã để Fox thay đổi kịch bản. Và đó là tất cả những gì đã xãy ra ở Alien 3 và 4 khi 2 phần phim này có cái mũi chà bá của Fox nằm trong đó, giờ thì Fox lại lần nữa thò mũi ngữi đống phân của họ sao đó là hũy phần tiếp theo của Convenant. Ridley Scott đã làm hết sức mình với Prometheus và Convenant cùng với cái mũi của Fox bỏ vào để xào bộ phim theo ý của họ và hũy hoại tầm nhìn của đạo diễn.",neutral
329,"Cảm giác nó không đủ ghê, mấy phần trc nhiều người máu me nhiều hơn, phần này có 5  ko được bao nhiêu, bất ngờ nhất cái con quái cuối mà thôi",neutral
330,Nữ chính xinh thật😂😂😂,positive
331,"thích nhất prometheus rồi tới alien 2. Romulus này thực sự mình thấy quá dễ đoán, biết trước mọi thứ rồi, cũng chả có plot twist gì hay mở rộng gì lắm nên thấy rất bình thường",neutral
332,ko hay lắm. nữa tiếng đầu phim đã dài lê thê mà ko vào thẳng vấn đề nên phí thời gian nữa tiếng đàu phim. gây nhàm chán. phim hay nhất phải là prometheus 2012,negative
333,"T thấy nó khá hay 
Từ bối cảnh đến tương tác nhân vật đều rất hợp gu 9.5/10 
Trừ 0.5 vì 1 số nhân vật ngu quá 🫠🫠",positive
334,"Pha comeback đầy hứa hẹn của alien, đúng là hay hơn kì vọng của mình",positive
335,Không biết khi nào mới có phần alien vs predator nữa,positive
336,"Mé tao fan ruột franchise mà thấy phần này nó sao sao á, nhất là vai robot vs cái mạch film",negative
337,Quá đồng ý với câu cuối - dù holyhood có sản sinh bao nhiêu quái vật đi nữa vẫn phải đứng sau cái bóng của alien ❤,positive
338,"Sao mà con quái nó lớn nhanh kinh khủng vậy? Hơi thiếu logic. Mới đẻ ra bằng cái tay, chút xíu sau đã to giã man rồi. Con boss cuối vừa đẻ xong mấy phút sau cao 3m. @@ Mấy phim ngày xưa cảm giác con quái nó không bị lớn nhanh quá phi logic như bây giờ!",negative
339,"cho mấy bạn chưa xem mấy phần trước thì phim này lấy bối cảnh ở giữa phần 1 và phần 2, trước khi Ellen Ripley quay lại tìm đứa bé",neutral
340,Muốn xem tiếp nối phần trước cơ. Phần này thấy ko hay bằng phần trc.,negative
341,không biết có ai giống tui không tui mê con alian đó quá nhìn nó hấp dẫn như nào í,negative
342,Phim khá nhạt so với các bản tiền nhiệm thời xưa.. chắc do mình fan cứng nên mong đợi nhiều hơn như thế,negative
